序号,代码,名称
"5327","T410101057","零陵香"
"5328","T410101339","樱桃核"
"5329","T410101647","蜜桑叶"
"5330","T410101653","菊花炭"
"5331","T410101870","蜜升麻"
"5332","T410101974","煨粉葛"
"5333","T410101989","煨葛根"
"5334","T410102461","酒柴胡"
"5335","T410102470","蜜柴胡"
"5336","T410102473","薄荷脑"
"5337","T410102474","麻黄绒"
"5338","T410102476","蜜麻黄绒"
"5339","T410102599","竹叶柴胡"
"5340","T410102658","炒荆芥"
"5341","T410102692","升麻炭"
"5342","T410102911","薄荷素油(薄荷油)"
"5343","T410102947","防风炭"
"5344","T410102975","蜜桂枝"
"5345","T410103032","炒柴胡"
"5346","T410103333","九头狮子草"
"5347","T410103338","糙苏"
"5348","T410103355","山橿"
"5349","T410103359","水防风"
"5350","T410103658","鳖血柴胡"
"5351","T410105237","生姜(冻干)粉"
"5352","T410105260","灯盏细辛(灯盏花)粉(冻干)"
"5353","T410105971","炒前胡"
"5354","T410107084","炒荆芥穗"
"5355","T410107110","蜜薄荷"
"5356","T410107120","麸炒苍耳子"
"5357","T410107128","柴胡炭"
"5358","T410107131","水防风炭"
"5359","T410200930","石上柏"
"5360","T410200931","白花蛇舌草"
"5361","T410200993","咽喉草"
"5362","T410201044","紫草茸"
"5363","T410201048","甜地丁"
"5364","T410201056","马槟榔"
"5365","T410201058","铁苋菜"
"5366","T410201060","醋椿皮"
"5367","T410201114","生地黄炭"
"5368","T410201162","硼砂"
"5369","T410201182","金莲花"
"5370","T410201210","蛇莓"
"5371","T410201223","葎草"
"5372","T410201229","荔枝草"
"5373","T410201249","肺形草"
"5374","T410201256","山羊角"
"5375","T410201257","四叶参"
"5376","T410201258","绿豆衣"
"5377","T410201259","绿豆"
"5378","T410201260","绞股蓝"
"5379","T410201262","红旱莲"
"5380","T410201344","椿皮炭"
"5381","T410201363","金盏银盘"
"5382","T410201387","川槿皮(土槿皮)"
"5383","T410201388","望江南"
"5384","T410201482","夜明砂"
"5385","T410201487","地胆草"
"5386","T410201532","凉粉草"
"5387","T410201565","马蔺子"
"5388","T410201576","连翘叶"
"5389","T410201586","苦瓜"
"5390","T410201587","苦丁茶"
"5391","T410201596","牛蒡根"
"5392","T410201621","三七花"
"5393","T410201635","金银花炭"
"5394","T410201640","酒赤芍"
"5395","T410201665","炒青葙子"
"5396","T410201685","柿霜"
"5397","T410201686","木槿花"
"5398","T410201793","菥蓂(苏败酱)"
"5399","T410201796","绿茶"
"5400","T410201881","阴地蕨"
"5401","T410201898","酒关黄柏"
"5402","T410201903","蜜瓜蒌皮"
"5403","T410201952","百蕊草"
"5404","T410201963","猕猴桃根"
"5405","T410201972","爵床"
"5406","T410201979","煅硼砂"
"5407","T410202036","墨"
"5408","T410202043","酒黄柏"
"5409","T410202080","牡丹皮炭"
"5410","T410202218","山芝麻"
"5411","T410202348","苦豆草"
"5412","T410202353","红要子"
"5413","T410202454","青龙衣"
"5414","T410202516","糠谷老"
"5415","T410202577","苦参炭"
"5416","T410202616","百药煎"
"5417","T410202662","炒牡丹皮"
"5418","T410202666","炒椿皮"
"5419","T410202800","鲜地黄"
"5420","T410202873","姜栀子"
"5421","T410202920","苣荬菜"
"5422","T410202954","酒拌大黄"
"5423","T410202974","蜜白薇"
"5424","T410203012","炒黄连"
"5425","T410203025","炒瓜蒌皮"
"5426","T410203099","煅淬石蟹"
"5427","T410203277","黄连炭"
"5428","T410203286","蜀羊泉"
"5429","T410203324","黄栌"
"5430","T410203325","蟾皮"
"5431","T410203330","佛甲草"
"5432","T410203331","仙人掌"
"5433","T410203332","小野鸡尾"
"5434","T410203336","海芋(痕芋头)"
"5435","T410203343","壁钱"
"5436","T410203348","胡枝子"
"5437","T410203366","构树叶"
"5438","T410203479","水杨梅"
"5439","T410203892","穿心莲叶"
"5440","T410204209","栀子皮"
"5441","T410204213","栀子仁"
"5442","T410204714","地黄(冻干)粉"
"5443","T410205223","穿心莲粉(冻干)"
"5444","T410205225","肿节风(冻干)粉"
"5445","T410205240","金莲花粉(冻干)"
"5446","T410205245","板蓝根粉(冻干)"
"5447","T410205247","蒲公英(冻干)粉"
"5448","T410205254","百蕊草(冻干)粉"
"5449","T410205257","干鱼腥草粉(冻干)"
"5450","T410205804","焦生怀地黄"
"5451","T410207034","路边青"
"5452","T410207063","酒栀子"
"5453","T410207072","酒生地黄"
"5454","T410207076","盐玄参"
"5455","T410207077","盐蒸玄参"
"5456","T410207081","炒荷叶炭"
"5457","T410207107","油蜜玄参"
"5458","T410207125","土炒黄连"
"5459","T410207140","鲜蒲公英(冻干)"
"5460","T410207143","鲜芦根(冻干)"
"5461","T410207144","鲜马齿苋(冻干)"
"5462","T410207145","鲜地黄(冻干)"
"5463","T410207146","普洱茶"
"5464","T410207148","三棵针"
"5465","T410207156","焦生地黄"
"5466","T410207169","白头翁炭"
"5467","T410207171","地丁"
"5468","T410207172","紫萁贯众炭"
"5469","T410207205","蜜椿皮"
"5470","T410301061","醋红大戟"
"5471","T410301138","炒郁李仁"
"5472","T410301275","皂角子"
"5473","T410301511","芒硝(马牙硝)"
"5474","T410301638","醋大黄"
"5475","T410301990","煨甘遂"
"5476","T410302001","清宁片"
"5477","T410302837","黄芫花"
"5478","T410303329","乌桕"
"5479","T410305253","炒牵牛子粉"
"5480","T410307060","蜜牵牛子"
"5481","T410307102","煨京大戟"
"5482","T410307111","蜜大黄"
"5483","T410307153","煨红大戟"
"5484","T410307198","醋煮甘遂"
"5485","T410307199","醋煮芫花"
"5486","T410400986","铁丝威灵仙"
"5487","T410401092","石楠藤"
"5488","T410401316","炒木瓜"
"5489","T410401330","水蜈蚣"
"5490","T410401381","松萝"
"5491","T410401382","杜衡"
"5492","T410401424","豹骨"
"5493","T410401476","大风子"
"5494","T410401856","穿破石"
"5495","T410401960","珍珠透骨草"
"5496","T410402014","光皮木瓜"
"5497","T410402034","接骨木"
"5498","T410402038","川桐皮"
"5499","T410402924","三分三"
"5500","T410403313","两头尖(竹节香附)"
"5501","T410403323","黑狗脊"
"5502","T410403334","桃儿七"
"5503","T410403354","皮子药"
"5504","T410403358","虎掌南星"
"5505","T410403770","土炒苍术"
"5506","T410404992","酒蒸狗脊"
"5507","T410405224","金钱白花蛇(冻干)粉"
"5508","T410405226","天山雪莲(冻干)粉"
"5509","T410405246","夏天无(冻干)粉"
"5510","T410405250","野木瓜(冻干)粉"
"5511","T410405259","蕲蛇(冻干)粉"
"5512","T410406101","酒威灵仙"
"5513","T410407058","复制草乌"
"5514","T410407062","炒光皮木瓜"
"5515","T410407066","酒香加皮"
"5516","T410407067","酒两头尖"
"5517","T410407068","酒秦艽"
"5518","T410407092","醋制川乌"
"5519","T410407094","醋制草乌"
"5520","T410407124","炒防己"
"5521","T410407138","倒提壶"
"5522","T410407160","甘草制草乌"
"5523","T410407163","复制川乌"
"5524","T410501003","草果"
"5525","T410501404","广藿香梗"
"5526","T410501643","豆蔻皮"
"5527","T410502951","豆蔻仁"
"5528","T410502996","米泔水制苍术"
"5529","T410503125","扁豆仁"
"5530","T410505007","广藿香叶"
"5531","T410507159","烫草果仁"
"5532","T410507202","姜煮厚朴"
"5533","T410600946","叶下珠"
"5534","T410601073","萱草根"
"5535","T410601090","石蟹"
"5536","T410601194","辣蓼"
"5537","T410601222","葫芦"
"5538","T410601241","椒目"
"5539","T410601327","泽漆"
"5540","T410601488","莱菔根(地骷髅)"
"5541","T410601644","蟋蟀"
"5542","T410601655","茯神"
"5543","T410601836","鲜垂盆草"
"5544","T410601837","鱼脑石"
"5545","T410601955","鲜田螺"
"5546","T410602072","冬葵子"
"5547","T410602484","鸡眼草"
"5548","T410602643","焙蝼蛄"
"5549","T410602733","土炒薏苡仁"
"5550","T410603326","蝈蝈"
"5551","T410605057","煅石燕"
"5552","T410605228","紫杉(东北红豆杉)(冻干)粉"
"5553","T410605241","菊苣(冻干)粉"
"5554","T410607087","麸炒泽泻"
"5555","T410607175","冬瓜皮炭"
"5556","T410607176","煅田螺"
"5557","T410701096","盐吴茱萸"
"5558","T410701252","肉桂子"
"5559","T410701656","艾绒"
"5560","T410702494","黄连制吴茱萸"
"5561","T410702496","醋吴茱萸"
"5562","T410702627","煨生姜"
"5563","T410704920","酒吴茱萸"
"5564","T410707177","艾绒饼"
"5565","T410800976","麸炒青皮"
"5566","T410801337","橘叶"
"5567","T410801631","香附炭"
"5568","T410801633","陈皮炭"
"5569","T410801639","酒香附"
"5570","T410801905","蜜橘红"
"5571","T410802021","铁篱寨"
"5572","T410802452","醋川楝子"
"5573","T410802483","盐川楝子"
"5574","T410802685","水獭肝"
"5575","T410802737","四制香附"
"5576","T410803046","枳实炭"
"5577","T410806100","酒乌药"
"5578","T410806360","醋乌药"
"5579","T410807080","醋紫苏梗"
"5580","T410807090","炒枳实"
"5581","T410807091","土炒陈皮"
"5582","T410807173","面煨木香"
"5583","T410901379","枣槟榔"
"5584","T410901541","焦六神曲"
"5585","T410901627","六神曲"
"5586","T410901663","焦建曲"
"5587","T410901674","炒建曲"
"5588","T410901676","炒六神曲"
"5589","T410901690","山楂核"
"5590","T410902060","南山楂"
"5591","T410902062","半夏曲"
"5592","T410903264","鸡蛋壳"
"5593","T410903279","麸炒六神曲"
"5594","T410904201","刺梨"
"5595","T410905229","醋鸡内金粉(冻干)"
"5596","T410905235","五谷虫粉(冻干)"
"5597","T410907112","蜜山楂"
"5598","T410907118","土炒山楂"
"5599","T410907174","红糖山楂"
"5600","T411000978","鹤草芽"
"5601","T411001082","芜荑"
"5602","T411001343","槟榔炭"
"5603","T411001499","南瓜子"
"5604","T411001968","狗脊贯众"
"5605","T411002346","荚果蕨贯众"
"5606","T411007101","荚果蕨贯众炭"
"5607","T411007123","炒榧子"
"5608","T411101059","醋艾叶"
"5609","T411101123","熟地黄炭"
"5610","T411101227","荠菜"
"5611","T411101263","薯莨(红孩儿)"
"5612","T411101425","象皮"
"5613","T411101483","墓头回"
"5614","T411101552","云母石"
"5615","T411101615","土大黄"
"5616","T411101628","黄芩炭"
"5617","T411101654","莲房"
"5618","T411101657","艾叶炭"
"5619","T411101669","炒蒲黄"
"5620","T411101683","槐角炭"
"5621","T411101688","当归炭"
"5622","T411101969","狗脊贯众炭"
"5623","T411102033","支柱蓼"
"5624","T411102042","山楂炭"
"5625","T411102053","墨旱莲炭"
"5626","T411102680","虫白蜡"
"5627","T411102706","当归头"
"5628","T411102811","蜜槐花"
"5629","T411102905","酒艾叶"
"5630","T411103337","牛角胎"
"5631","T411103339","索骨丹根"
"5632","T411103481","莓叶委陵菜"
"5633","T411104145","延胡索炭"
"5634","T411105048","墓头回炭"
"5635","T411105221","白茅根(冻干)粉"
"5636","T411105227","鲜小蓟(冻干)"
"5637","T411105806","蒸槐角"
"5638","T411106888","制象皮"
"5639","T411107061","酒茜草"
"5640","T411107065","酒鸡冠花"
"5641","T411107082","炒棕榈炭"
"5642","T411107122","炒牛角胎"
"5643","T411107142","鲜白茅根(冻干)"
"5644","T411107147","艾条"
"5645","T411107170","陈艾"
"5646","T411107195","棕榈段"
"5647","T411200942","桃金娘根(岗稔根)"
"5648","T411200948","两面针"
"5649","T411200955","铁包金"
"5650","T411201081","芸苔子"
"5651","T411201086","红娘子"
"5652","T411201293","枫香脂"
"5653","T411201320","炒土鳖虫"
"5654","T411201448","金牛草"
"5655","T411201470","茅莓"
"5656","T411201530","凤眼草"
"5657","T411201531","凤仙花"
"5658","T411201539","八厘麻"
"5659","T411201548","仙桃草"
"5660","T411201561","鼠妇虫"
"5661","T411201601","一口钟"
"5662","T411201602","桃花"
"5663","T411201613","山羊血"
"5664","T411201625","红曲"
"5665","T411201649","蛴螬"
"5666","T411201658","米炒红娘子"
"5667","T411201672","炒水红花子"
"5668","T411201678","炒乳香"
"5669","T411201798","茅莓根"
"5670","T411201893","醋紫硇砂"
"5671","T411201918","草血竭"
"5672","T411201935","紫荆皮"
"5673","T411201948","盐牛膝"
"5674","T411201950","盐川牛膝"
"5675","T411201993","炒没药"
"5676","T411202057","喜树果"
"5677","T411202076","元宝草"
"5678","T411202082","三七"
"5679","T411202362","獾油"
"5680","T411202459","酒益母草"
"5681","T411202462","酒延胡索"
"5682","T411202541","酒郁金"
"5683","T411202995","红曲炭"
"5684","T411203036","炒川芎"
"5685","T411203175","油炙马钱子"
"5686","T411203340","红花子"
"5687","T411203346","芸香油"
"5688","T411203347","落花生枝叶"
"5689","T411204144","炒怀牛膝"
"5690","T411204879","麸炒川芎"
"5691","T411205220","独一味粉(冻干)"
"5692","T411205230","丹参粉(冻干)"
"5693","T411205239","川芎(冻干)粉"
"5694","T411205242","干益母草粉(冻干)"
"5695","T411205258","水蛭粉(冻干)"
"5696","T411205805","灵脂炭"
"5697","T411207003","炒牛膝"
"5698","T411207069","酒五灵脂"
"5699","T411207073","酒牡丹皮"
"5700","T411207095","麸炒桃仁"
"5701","T411207116","麸炒没药"
"5702","T411207117","麸炒乳香"
"5703","T411207119","灯心炒没药"
"5704","T411207121","灯心炒乳香"
"5705","T411207129","红花炭"
"5706","T411207130","丹参炭"
"5707","T411207150","去油乳香"
"5708","T411207151","油炸穿山甲"
"5709","T411207152","去油没药"
"5710","T411207161","黄酒"
"5711","T411207178","绿豆煮马钱子"
"5712","T411207196","三七片"
"5713","T411207197","醋煮三棱"
"5714","T411207200","醋炙莪术"
"5715","T411207207","制马钱子粉"
"5716","T411301266","竹花"
"5717","T411301472","天竺子"
"5718","T411301502","千日红"
"5719","T411301597","照山白"
"5720","T411301606","松塔"
"5721","T411301618","鼠曲草"
"5722","T411301821","黄荆子"
"5723","T411301904","蜜瓜蒌"
"5724","T411301906","蜜桔梗"
"5725","T411301911","蔊菜"
"5726","T411301926","胡颓子叶"
"5727","T411301939","竹沥"
"5728","T411301941","砒霜"
"5729","T411301958","瓜蒌子霜"
"5730","T411301970","牡荆叶"
"5731","T411302011","水半夏"
"5732","T411302438","信石"
"5733","T411302445","麸炒半夏曲"
"5734","T411302467","蜜紫苏子"
"5735","T411302512","蜜瓜蒌子"
"5736","T411302553","蜜苦杏仁"
"5737","T411302693","伊贝母"
"5738","T411302882","燀甜杏仁"
"5739","T411303341","粉条儿菜"
"5740","T411303357","白果"
"5741","T411303480","泡桐果"
"5742","T411305251","平贝母粉"
"5743","T411307085","炒甜杏仁"
"5744","T411307096","麸炒苦杏仁"
"5745","T411307097","熟白果仁"
"5746","T411307109","蜜白果仁"
"5747","T411307137","贝母"
"5748","T411307158","清半夏片"
"5749","T411307164","复制半夏"
"5750","T411307204","煅信石"
"5751","T411307206","姜半夏片"
"5752","T411401283","白石英"
"5753","T411401325","小麦"
"5754","T411401844","金箔"
"5755","T411401851","蜜远志"
"5756","T411401864","煅淬白石英"
"5757","T411402668","炒柏子仁"
"5758","T411402752","制玳瑁"
"5759","T411403276","冰凉花"
"5760","T411405255","炒酸枣仁粉"
"5761","T411407086","麸炒远志"
"5762","T411407089","炒小麦"
"5763","T411407098","小麦炭"
"5764","T411407100","煅珍珠"
"5765","T411407104","制珍珠"
"5766","T411407127","酸枣仁炭"
"5767","T411407139","朱远志"
"5768","T411501177","铁落"
"5769","T411501180","金蝉花"
"5770","T411501469","壁虎"
"5771","T411501848","酒地龙"
"5772","T411501947","盐蒺藜"
"5773","T411502994","盐石决明"
"5774","T411503144","煅淬铁落"
"5775","T411505232","地龙粉(冻干)"
"5776","T411505236","天麻(冻干)粉"
"5777","T411505238","壁虎粉(冻干)"
"5778","T411505243","钩藤(冻干)粉"
"5779","T411505244","蜈蚣粉(冻干)"
"5780","T411505249","全蝎粉(冻干)"
"5781","T411505256","僵蚕(冻干)粉"
"5782","T411507099","诃子制铁落"
"5783","T411507181","焙壁虎"
"5784","T411601331","水菖蒲"
"5785","T411601341","樟脑"
"5786","T411601850","蟾酥"
"5787","T411602078","乳蟾酥"
"5788","T411602308","龙涎香"
"5789","T411602479","麸炒石菖蒲"
"5790","T411607083","麸炒九节菖蒲"
"5791","T411700980","鹅管石"
"5792","T411701064","酒仙茅"
"5793","T411701089","紫梢花"
"5794","T411701126","煅鹅管石"
"5795","T411701140","炒菟丝子"
"5796","T411701399","当归身"
"5797","T411701420","鹿肾片"
"5798","T411701422","鱼鳔"
"5799","T411701439","海狗肾"
"5800","T411701505","蒸黄精"
"5801","T411701536","农吉利"
"5802","T411701562","黑大豆衣"
"5803","T411701619","人参须"
"5804","T411701629","鹿筋"
"5805","T411701634","白木耳"
"5806","T411701659","盐覆盆子"
"5807","T411701825","麸炒白芍"
"5808","T411701841","饴糖"
"5809","T411701861","雪莲花"
"5810","T411701863","醋白芍"
"5811","T411701873","蚂蚁"
"5812","T411701954","白首乌"
"5813","T411702025","朱麦冬"
"5814","T411702030","木耳"
"5815","T411702037","雄蚕蛾"
"5816","T411702041","蒸萸肉"
"5817","T411702084","蜜党参"
"5818","T411702306","蓝花参"
"5819","T411702469","蜜玉竹"
"5820","T411702478","续断炭"
"5821","T411702556","蜜南沙参"
"5822","T411702648","炒黑豆"
"5823","T411702734","土炒白扁豆"
"5824","T411702735","土炒山药"
"5825","T411702736","土炒党参"
"5826","T411702826","盐炙巴戟天"
"5827","T411702828","白术炭"
"5828","T411702891","鹿胎"
"5829","T411703003","石斛"
"5830","T411703006","白芍炭"
"5831","T411703020","炒续断"
"5832","T411703024","炒甘草"
"5833","T411703035","炒当归"
"5834","T411703103","炒鱼鳔"
"5835","T411703122","地黄叶"
"5836","T411703159","盐女贞子"
"5837","T411703196","土炒白术"
"5838","T411703820","土炒白芍"
"5839","T411703825","米炒北沙参"
"5840","T411703832","蜜天冬"
"5841","T411704559","油当归"
"5842","T411704560","土炒当归"
"5843","T411705222","海马(冻干)粉"
"5844","T411705231","干石斛(冻干)粉"
"5845","T411705233","鹿茸(冻干)粉"
"5846","T411705234","盐杜仲粉"
"5847","T411705248","冬虫夏草(冻干)粉"
"5848","T411705252","鹿血晶(冻干)粉"
"5849","T411705262","醋鳖甲粉(冻干)"
"5850","T411705410","麸白术"
"5851","T411705803","焦熟怀地黄"
"5852","T411706107","蜜麦冬"
"5853","T411707059","蜜当归"
"5854","T411707071","酒巴戟天"
"5855","T411707074","盐黄芪"
"5856","T411707075","盐杜仲(砂烫)"
"5857","T411707088","米炒白术"
"5858","T411707103","制海马"
"5859","T411707105","九制何首乌"
"5860","T411707106","零余子"
"5861","T411707108","蜜北沙参"
"5862","T411707114","蒸熟地黄"
"5863","T411707133","米麦冬"
"5864","T411707141","鲜百合(冻干)"
"5865","T411707149","油炙肉苁蓉"
"5866","T411707155","白莲子"
"5867","T411707162","制海狗肾"
"5868","T411707165","鲜扁豆花"
"5869","T411707166","焦熟地黄"
"5870","T411707167","柘木"
"5871","T411707168","九制熟地黄"
"5872","T411707179","米泔水浸白术"
"5873","T411707180","菟丝饼"
"5874","T411707182","乳鹿茸片"
"5875","T411707194","天冬段"
"5876","T411707203","九制黄精"
"5877","T411801124","煨肉豆蔻"
"5878","T411801141","炒莲肉"
"5879","T411801206","没食子"
"5880","T411801284","白石脂"
"5881","T411801287","桃奴"
"5882","T411801318","炒海螵蛸"
"5883","T411801637","醋罂粟壳"
"5884","T411801666","炒诃子肉"
"5885","T411801845","醋乌梅"
"5886","T411801849","酒五味子"
"5887","T411801949","盐桑螵蛸"
"5888","T411802330","金樱子"
"5889","T411802463","酒南五味子"
"5890","T411802557","蜜南五味子"
"5891","T411802559","蜜五味子"
"5892","T411802703","方儿茶"
"5893","T411803165","山茱萸"
"5894","T411803335","梅杏"
"5895","T411804128","炒益智仁"
"5896","T411806278","砂烫诃子"
"5897","T411807064","土炒诃子"
"5898","T411807070","酒覆盆子"
"5899","T411807079","醋萸肉"
"5900","T411807093","醋拌乌梅"
"5901","T411807113","蒸芡实"
"5902","T411807115","清蒸诃子"
"5903","T411807132","砂烫益智仁"
"5904","T411807154","煅淬白石脂"
"5905","T411807157","制赤石脂"
"5906","T411901063","酒常山"
"5907","T411901072","藜芦"
"5908","T411902789","相思子"
"5909","T411907078","醋常山"
"5910","T412001070","山羊血制藤黄"
"5911","T412001176","铅粉"
"5912","T412001457","密陀僧"
"5913","T412001479","大蒜"
"5914","T412001651","藤黄"
"5915","T412001687","望月砂"
"5916","T412003098","煅淬皂矾"
"5917","T412003342","升药底"
"5918","T412007126","蜂房炭"
"5919","T412007201","醋制狼毒"
"5920","T412101158","紫硇砂"
"5921","T412101175","铜绿"
"5922","T412101282","硇砂"
"5923","T412101824","黄丹"
"5924","T412102323","银朱"
"5925","T412102426","升药"
"5926","T412102429","醋硇砂"
"5927","T412102472","蛋黄油"
"5928","T412103082","黄连汤制炉甘石"
"5929","T412103095","绿矾(皂矾)"
"5930","T412103344","水银"
"5931","T412107135","三黄汤制炉甘石"
"5932","T412107136","五黄汤制炉甘石"
"5933","T419901385","木芙蓉花"
"5934","T419901689","干蟾"
"5935","T419903345","乌骨鸡"
"5936","T420103362","葱白"
"5937","T420200930","石上柏"
"5938","T420200931","白花蛇舌草"
"5939","T420200946","叶下珠"
"5940","T420201056","马槟榔"
"5941","T420201182","金莲花"
"5942","T420201210","蛇莓"
"5943","T420201260","绞股蓝"
"5944","T420201560","一点红"
"5945","T420201587","苦丁茶"
"5946","T420201621","三七花"
"5947","T420201683","槐角炭"
"5948","T420201963","藤梨根"
"5949","T420202061","南天仙子"
"5950","T420202599","竹叶柴胡"
"5951","T420203232","树舌"
"5952","T420204546","苦冬瓜"
"5953","T420207506","藤茶"
"5954","T420401172","雷公藤"
"5955","T420401856","穿破石"
"5956","T420801337","橘叶"
"5957","T420801585","茉莉花"
"5958","T420804141","炒橘核"
"5959","T420901625","红曲"
"5960","T420901674","炒建曲"
"5961","T420901676","炒六神曲"
"5962","T421002059","南方红豆杉"
"5963","T421006079","望月砂"
"5964","T421101114","生地黄炭"
"5965","T421101123","熟地黄炭"
"5966","T421104532","羊开口"
"5967","T421104533","桑黄"
"5968","T421104691","血三七"
"5969","T421107262","艾粉"
"5970","T421107263","艾绒"
"5971","T421201231","紫荆皮"
"5972","T421201448","金牛草"
"5973","T421202057","喜树果"
"5974","T421204534","土牛膝"
"5975","T421301926","胡颓子叶"
"5976","T421302011","水半夏"
"5977","T421302062","半夏曲"
"5978","T421401300","煅龙骨"
"5979","T421401655","茯神"
"5980","T421505295","体外培育牛黄"
"5981","T421701216","奶母果"
"5982","T421801206","没食子"
"5983","T421901072","藜芦"
"5984","T430100933","牛至"
"5985","T430101057","零陵香"
"5986","T430101180","蝉花"
"5987","T430101339","樱桃核"
"5988","T430101407","广升麻"
"5989","T430101647","蜜桑叶"
"5990","T430101870","蜜升麻"
"5991","T430101927","芫荽"
"5992","T430101974","煨粉葛"
"5993","T430101989","煨葛根"
"5994","T430102278","五指柑"
"5995","T430102474","麻黄绒"
"5996","T430102476","蜜麻黄绒"
"5997","T430102599","竹叶柴胡"
"5998","T430102627","煨姜"
"5999","T430102649","炒黄荆子"
"6000","T430103658","鳖血柴胡"
"6001","T430103852","酒升麻"
"6002","T430104194","麸炒柴胡"
"6003","T430104989","酒广升麻"
"6004","T430105088","芸香草"
"6005","T430105109","石椒草"
"6006","T430106358","桉树叶超微饮片"
"6007","T430106397","蝉蜕超微饮片"
"6008","T430106412","淡豆豉超微饮片"
"6009","T430106469","浮萍超微饮片"
"6010","T430106476","鹅不食草超微饮片"
"6011","T430106508","蜜麻黄超微饮片"
"6012","T430106528","辛夷超微饮片"
"6013","T430106531","香薷超微饮片"
"6014","T430106551","麻黄超微饮片"
"6015","T430106560","生姜超微饮片"
"6016","T430106580","柴胡超微配方颗粒"
"6017","T430106586","苍耳子超微配方颗粒"
"6018","T430106603","谷精草超微配方颗粒"
"6019","T430106605","桂枝超微配方颗粒"
"6020","T430106613","藁本超微配方颗粒"
"6021","T430106614","葛根超微配方颗粒"
"6022","T430106618","粉葛超微配方颗粒"
"6023","T430106627","防风超微配方颗粒"
"6024","T430106655","薄荷超微配方颗粒"
"6025","T430106656","白芷超微配方颗粒"
"6026","T430106732","升麻超微配方颗粒"
"6027","T430106758","紫苏叶超微配方颗粒"
"6028","T430106764","细辛超微配方颗粒"
"6029","T430106771","蔓荆子超微配方颗粒"
"6030","T430106806","桑叶超微配方颗粒"
"6031","T430106812","羌活超微配方颗粒"
"6032","T430106824","牛蒡子超微配方颗粒"
"6033","T430106827","木贼超微配方颗粒"
"6034","T430106842","荆芥超微配方颗粒"
"6035","T430106843","荆芥穗超微配方颗粒"
"6036","T430106849","菊花超微配方颗粒"
"6037","T430107386","制大豆黄卷"
"6038","T430107395","蒙古苍耳子"
"6039","T430107396","炒蒙古苍耳子"
"6040","T430107430","野紫苏叶"
"6041","T430200930","石上柏"
"6042","T430200931","白花蛇舌草"
"6043","T430200935","火炭母"
"6044","T430200936","溪黄草"
"6045","T430200946","叶下珠"
"6046","T430200966","人中白"
"6047","T430201044","紫草茸"
"6048","T430201048","甜地丁"
"6049","T430201056","马槟榔"
"6050","T430201073","萱草根"
"6051","T430201090","石蟹"
"6052","T430201114","生地黄炭"
"6053","T430201162","硼砂"
"6054","T430201182","金莲花"
"6055","T430201188","酢浆草"
"6056","T430201210","蛇莓"
"6057","T430201223","葎草"
"6058","T430201239","苎麻根炭"
"6059","T430201255","羊蹄根"
"6060","T430201256","羊角"
"6061","T430201259","绿豆"
"6062","T430201260","绞股蓝"
"6063","T430201301","牛筋草"
"6064","T430201309","煅人中白"
"6065","T430201321","炒冬瓜子"
"6066","T430201354","栀子炭"
"6067","T430201363","金盏银盘"
"6068","T430201385","木芙蓉花"
"6069","T430201387","木槿皮"
"6070","T430201409","荷叶蒂"
"6071","T430201429","牛胆粉"
"6072","T430201482","夜明砂"
"6073","T430201483","墓头回"
"6074","T430201487","地胆草"
"6075","T430201494","咸秋石"
"6076","T430201550","五谷虫"
"6077","T430201558","三丫苦"
"6078","T430201560","一点红"
"6079","T430201563","鬼针草"
"6080","T430201564","马蹄金"
"6081","T430201569","青钱柳"
"6082","T430201586","苦瓜"
"6083","T430201614","天名精"
"6084","T430201617","八角莲"
"6085","T430201621","三七花"
"6086","T430201628","黄芩炭"
"6087","T430201640","酒赤芍"
"6088","T430201665","炒青葙子"
"6089","T430201686","木槿花"
"6090","T430201778","路边青"
"6091","T430201787","干蛇胆"
"6092","T430201796","茶叶"
"6093","T430201800","胜红蓟"
"6094","T430201835","鲜荷叶"
"6095","T430201838","鱼胆草"
"6096","T430201881","阴地蕨"
"6097","T430201957","甜叶菊"
"6098","T430201963","猕猴桃根"
"6099","T430201972","疳积草"
"6100","T430201979","煅硼砂"
"6101","T430201992","炒赤芍"
"6102","T430202012","檵木叶"
"6103","T430202061","南天仙子"
"6104","T430202080","牡丹皮炭"
"6105","T430202092","苦玄参"
"6106","T430202128","番石榴叶"
"6107","T430202130","显齿蛇葡萄"
"6108","T430202135","玉叶金花"
"6109","T430202161","水田七"
"6110","T430202164","水杨梅"
"6111","T430202173","小叶榕"
"6112","T430202218","山芝麻"
"6113","T430202248","地稔"
"6114","T430202296","三叶青"
"6115","T430202348","苦豆草"
"6116","T430202447","水灯心"
"6117","T430202454","胡桃青皮"
"6118","T430202659","炒知母"
"6119","T430202873","姜栀子"
"6120","T430202921","洪连"
"6121","T430202928","人中黄"
"6122","T430202974","蜜白薇"
"6123","T430203099","醋石蟹"
"6124","T430203115","板栗花"
"6125","T430203146","酒龙胆"
"6126","T430203160","毛灯草"
"6127","T430203198","吉祥草"
"6128","T430203232","树舌"
"6129","T430203261","苦瓜粉"
"6130","T430203311","酸泡根"
"6131","T430203312","地雷"
"6132","T430203333","九头狮子草"
"6133","T430203348","胡枝子"
"6134","T430203369","香椿皮"
"6135","T430203469","参叶"
"6136","T430203496","淡秋石"
"6137","T430203579","栀子根"
"6138","T430203653","一枝蒿"
"6139","T430203892","穿心莲叶"
