序号,代码,名称
"9292","T521703212","隔山消"
"9293","T521703214","醋萸肉"
"9294","T521703385","云实花"
"9295","T521703387","鹿角胶粉(斑龙角胶粉)"
"9296","T521703388","鹿胎精粉(鹿胎盘精粉)"
"9297","T521703390","鹿角粉(斑龙角粉)"
"9298","T521703391","鹿花盘精粉(珍珠盘精粉)"
"9299","T521703392","鹿角霜粉(斑龙角霜粉)"
"9300","T521703414","黔淫羊藿"
"9301","T521703421","贵州党参"
"9302","T521703482","红参饮片(破壁)"
"9303","T521703483","红景天粉"
"9304","T521703489","太子参饮片(破壁)"
"9305","T521703491","肉苁蓉饮片(破壁)"
"9306","T521703494","灵芝饮片(破壁)"
"9307","T521703505","当归饮片(破壁)"
"9308","T521703508","石斛饮片(破壁)"
"9309","T521703509","铁皮石斛饮片(破壁)"
"9310","T521703510","西洋参饮片(破壁)"
"9311","T521703511","甘草饮片(破壁)"
"9312","T521703512","黄芪饮片(破壁)"
"9313","T521703514","杜仲饮片(破壁)"
"9314","T521703515","人参饮片(破壁)"
"9315","T521703519","红芪饮片(破壁)"
"9316","T521703520","黄精饮片(破壁)"
"9317","T521703521","党参饮片(破壁)"
"9318","T521703522","白术饮片(破壁)"
"9319","T521703523","石斛(流苏)饮片(破壁)"
"9320","T521703524","石斛(鼓槌)饮片(破壁)"
"9321","T521703525","鹿胶粉"
"9322","T521703526","鹿胶"
"9323","T521703527","红芪粉"
"9324","T521703605","百合饮片(破壁)"
"9325","T521703606","山药饮片(破壁)"
"9326","T521703607","南沙参饮片(破壁)"
"9327","T521703621","白芍饮片(破壁)"
"9328","T521703625","红景天饮片(破壁)"
"9329","T521703641","玉竹饮片(破壁)"
"9330","T521704195","土党参"
"9331","T521704196","大菟丝子"
"9332","T521704203","煅狗骨"
"9333","T521705280","菟丝子饮片(破壁)"
"9334","T521705281","熟地黄饮片(破壁)"
"9335","T521705282","麦冬饮片(破壁)"
"9336","T521705284","盐杜仲饮片(破壁)"
"9337","T521705285","枸杞子饮片(破壁)"
"9338","T521705289","淫羊藿饮片(破壁)"
"9339","T521705294","刺五加饮片(破壁)"
"9340","T521706908","金钗石斛片"
"9341","T521801845","醋乌梅"
"9342","T521801890","金樱根"
"9343","T521803408","胖血藤"
"9344","T521803490","松花粉饮片(破壁)"
"9345","T521803496","石榴皮饮片(破壁)"
"9346","T521803851","诃子炭"
"9347","T521804688","岩白菜粉"
"9348","T521805283","乌梅饮片(破壁)"
"9349","T521901072","藜芦"
"9350","T522001070","豆腐制藤黄"
"9351","T522001651","藤黄"
"9352","T522101330","水蜈蚣"
"9353","T522101691","大风子霜"
"9354","T522101824","黄丹(铅丹、红丹)"
"9355","T529901441","羊耳菊"
"9356","T530101103","白芷粉"
"9357","T530101792","蔓荆叶(摆管底)"
"9358","T530101870","蜜升麻"
"9359","T530102475","醋滇柴胡"
"9360","T530102477","蜜滇柴胡"
"9361","T530102599","滇柴胡(饮片)"
"9362","T530102658","炒荆芥"
"9363","T530103016","炒防风"
"9364","T530103499","菊花破壁饮片"
"9365","T530103516","葛根破壁饮片"
"9366","T530103624","白芷破壁饮片"
"9367","T530104847","灯盏花(灯盏细辛)破壁饮片"
"9368","T530104865","葛根粉"
"9369","T530104883","云防风(饮片)"
"9370","T530104887","杏叶防风饮片"
"9371","T530104892","黄藁本饮片"
"9372","T530104910","绣球防风饮片"
"9373","T530104941","灵香草(饮片)"
"9374","T530104943","炒升麻"
"9375","T530106187","桑叶破壁饮片"
"9376","T530106964","羊耳菊根(哈娜罕)"
"9377","T530107622","滇丁香"
"9378","T530200946","叶下珠(饮片)"
"9379","T530201210","蛇莓"
"9380","T530201405","木棉树皮(楠牛)"
"9381","T530201471","天胡荽"
"9382","T530201563","鬼针草(饮片)"
"9383","T530201779","马兰草"
"9384","T530203160","毛丁白头翁饮片"
"9385","T530203198","吉祥草"
"9386","T530203493","鱼腥草破壁饮片"
"9387","T530203500","金银花破壁饮片"
"9388","T530203503","马齿苋破壁饮片"
"9389","T530203504","荷叶破壁饮片"
"9390","T530203609","玄参破壁饮片"
"9391","T530204546","苦冬瓜(巴闷烘)"
"9392","T530204547","藤苦参(哈新哈布)"
"9393","T530204548","傣百部"
"9394","T530204837","小儿腹痛草饮片"
"9395","T530204843","余甘子破壁饮片"
"9396","T530204858","牡丹皮破壁饮片"
"9397","T530204860","赤芍破壁饮片"
"9398","T530204863","余甘子生粉"
"9399","T530204880","马尾黄连饮片"
"9400","T530204884","四块瓦饮片"
"9401","T530204894","地不容饮片"
"9402","T530204901","滇豆根(饮片)"
"9403","T530204909","滇紫草(饮片)"
"9404","T530204929","雪茶饮片"
"9405","T530204931","酒滇黄芩"
"9406","T530204936","蜜桶花饮片"
"9407","T530204944","盐决明子"
"9408","T530204952","雪胆饮片"
"9409","T530204968","滇黄芩"
"9410","T530205844","余甘子树皮(楠夯板)"
"9411","T530206186","芦根破壁饮片"
"9412","T530206188","槐花（槐米）破壁饮片"
"9413","T530206324","闭鞘姜(恩倒)"
"9414","T530206912","藤甜菜(帕些)"
"9415","T530206915","大苦凉菜根(哈帕利)"
"9416","T530206923","小叶臭黄皮(摆撇反囡)"
"9417","T530206925","长柱山丹(叫勐远)"
"9418","T530206927","白粉藤根(贺些柏)"
"9419","T530206930","蓬莱葛(广蒿修)"
"9420","T530206937","酸叶胶藤(嘿宋拢)"
"9421","T530206938","黑面神(哈帕弯藤)"
"9422","T530206942","野苦瓜叶(摆麻怀烘)"
"9423","T530206946","美登木(埋叮囊)"
"9424","T530206952","鸡蛋花树皮(楠章巴蝶)"
"9425","T530206954","观音座莲(故季马)"
"9426","T530206959","红花臭牡丹根(哈宾亮)"
"9427","T530206960","决明根(哈芽拉勐囡)"
"9428","T530206963","肾叶山蚂蝗(哈以不列)"
"9429","T530206975","勐腊大解药(解龙勐腊)"
"9430","T530206977","白花臭牡丹根(哈宾蒿)"
"9431","T530206980","石梓皮(楠说)"
"9432","T530206981","火焰花叶(摆皇丈)"
"9433","T530206984","木蝴蝶树皮(楠楞嘎)"
"9434","T530206986","小红蒜(贺波亮)"
"9435","T530206990","箭根薯(咪火蛙)"
"9436","T530206994","蔓荆根(哈管底)"
"9437","T530207617","理肺散"
"9438","T530207618","虎杖叶"
"9439","T530207619","鸡嗉子叶"
"9440","T530207625","青刺尖"
"9441","T530207627","石上仙桃"
"9442","T530207631","鱼眼草"
"9443","T530207633","大火草"
"9444","T530207668","傣百解(雅解先打)"
"9445","T530304854","大黄破壁饮片"
"9446","T530401391","火把花根饮片"
"9447","T530402147","透骨草饮片"
"9448","T530402446","楤木饮片"
"9449","T530402582","脆蛇饮片"
"9450","T530402924","三分三饮片"
"9451","T530403386","钻地风饮片"
"9452","T530404840","云威灵饮片"
"9453","T530404895","千斤坠饮片"
"9454","T530404900","血满草饮片"
"9455","T530404917","酒云威灵"
"9456","T530404958","五爪金龙饮片"
"9457","T530406917","大清明花藤(沙抱拢龙)"
"9458","T530406926","白鹤灵芝(芽鲁哈咪卖)"
"9459","T530406929","滑叶藤仲(嘿蒿模)"
"9460","T530406931","腊肠树叶(摆拢良)"
"9461","T530406932","锈毛野枣(埋马)"
"9462","T530406933","蝉翼藤(中腊安)"
"9463","T530406941","苦藤(嘿吻牧)"
"9464","T530406944","珠兰(妹滇)"
"9465","T530406945","扁担藤(嘿扁)"
"9466","T530406957","羽萼叶(摆芽化水)"
"9467","T530406961","卵叶巴豆叶(摆沙梗)"
"9468","T530406962","灯台树(埋丁别)"
"9469","T530406972","鸭嘴花叶(摆莫哈蒿)"
"9470","T530406974","白钩藤(怀免王)"
"9471","T530406989","三对节根(哈光三哈)"
"9472","T530406992","腊肠树(更拢良)"
"9473","T530406995","辣藤(沙干)"
"9474","T530407621","明目茶"
"9475","T530407628","臭皮"
"9476","T530501003","焦草果"
"9477","T530501094","盐砂仁(去壳)"
"9478","T530501983","清炒苍术"
"9479","T530502602","砂仁粉"
"9480","T530502874","姜滇厚朴"
"9481","T530502877","滇厚朴饮片"
"9482","T530504836","炒滇草豆蔻"
"9483","T530504845","厚朴破壁饮片"
"9484","T530504923","滇草豆蔻"
"9485","T530601188","酢浆草"
"9486","T530601217","薏苡根(哈累牛)"
"9487","T530601803","肾茶(饮片)"
"9488","T530601826","麸炒泽泻"
"9489","T530602576","茯苓粉"
"9490","T530602733","土炒薏苡仁"
"9491","T530603517","茯苓破壁饮片"
"9492","T530603640","薏苡仁破壁饮片"
"9493","T530604947","瓦草饮片"
"9494","T530606919","大狗响铃(换汗喃)"
"9495","T530606934","膏桐木(埋烘罕)"
"9496","T530606935","藤茶(腊康歇)"
"9497","T530606967","倒心盾翅藤(嘿盖贯)"
"9498","T530606971","射干叶(摆芽竹毫)"
"9499","T530606973","灰灰叶树(埋过干呆)"
"9500","T530607624","地板藤"
"9501","T530607626","露水草根"
"9502","T530607634","女金芦"
"9503","T530607635","小扁草"
"9504","T530607640","痢止蒿"
"9505","T530700972","黑种草子(景郎)"
"9506","T530701096","盐吴茱萸"
"9507","T530702494","黄连炒吴茱萸"
"9508","T530703630","肉桂破壁饮片"
"9509","T530704844","胡椒破壁饮片"
"9510","T530704874","蛤粉炒肉豆蔻"
"9511","T530704920","酒吴茱萸"
"9512","T530704935","姜味草饮片"
"9513","T530704963","大高良姜(饮片)"
"9514","T530800976","麸炒青皮"
"9515","T530801575","迷迭香"
"9516","T530802443","麸炒木香"
"9517","T530802452","醋川楝子"
"9518","T530802483","盐川楝子"
"9519","T530802763","佛手丝"
"9520","T530803488","化橘红破壁饮片"
"9521","T530803502","陈皮破壁饮片"
"9522","T530803604","佛手破壁饮片"
"9523","T530803613","枳实破壁饮片"
"9524","T530803629","玫瑰花破壁饮片"
"9525","T530804850","枳壳破壁饮片"
"9526","T530804852","木香破壁饮片"
"9527","T530804853","香橼破壁饮片"
"9528","T530804856","橘红破壁饮片"
"9529","T530804904","醋盐香附"
"9530","T530804907","醋陈皮"
"9531","T530804956","四炙香附"
"9532","T530804962","二炙香附"
"9533","T530806921","木莲皮(楠母贝)"
"9534","T530806943","黄莪术(晚勒)"
"9535","T530806950","茴香豆蔻根(波丢勐)"
"9536","T530806956","坚叶樟(埋中欢)"
"9537","T530806970","九翅豆蔻根(贺姑)"
"9538","T530806991","傣草蔻根(贺嘎)"
"9539","T530807611","山玉兰花"
"9540","T530807620","糯米香叶"
"9541","T530807632","褶叶萱草根"
"9542","T530901442","山楂粉"
"9543","T530901674","炒建曲"
"9544","T530904545","苦菜子饮片"
"9545","T530904873","炒鸡内金粉"
"9546","T530904889","焦麦饼"
"9547","T530904912","云山楂(饮片)"
"9548","T530904918","糊饭"
"9549","T530904934","焦云山楂"
"9550","T530904942","糖炒云山楂"
"9551","T530904961","焦酒药"
"9552","T530905689","山楂破壁饮片"
"9553","T530906913","人字树(么滚)"
"9554","T530906939","紫色姜(补累)"
"9555","T530906968","云南五味子藤(嘿罕盖)"
"9556","T530907616","救军粮"
"9557","T531101111","白及粉"
"9558","T531101263","薯莨饮片"
"9559","T531101683","槐角炭"
"9560","T531102082","三七(饮片)"
"9561","T531102353","红药子"
"9562","T531102491","醋蒲黄"
"9563","T531102771","三七粉(冻干)"
"9564","T531102772","三七"
"9565","T531102793","醋槐花"
"9566","T531103501","白及破壁饮片"
"9567","T531103506","三七破壁饮片"
"9568","T531103631","白茅根破壁饮片"
"9569","T531103648","熟三七粉(蒸制)"
"9570","T531104882","紫地榆(饮片)"
"9571","T531104890","蜜苎麻根"
"9572","T531104891","秧草根饮片"
"9573","T531104903","狗脊毛饮片"
"9574","T531104905","炒紫地榆"
"9575","T531104913","黄龙尾饮片"
"9576","T531104924","醋紫地榆"
"9577","T531104925","醋荆芥"
"9578","T531104950","三七须根(饮片)"
"9579","T531104951","醋侧柏叶"
"9580","T531104954","酒紫地榆"
"9581","T531104966","紫地榆炭"
"9582","T531106273","三七切片"
"9583","T531106978","白花树皮(楠秀)"
"9584","T531107234","三七极细粉"
"9585","T531107612","红山茶花"
"9586","T531107613","山塔蔗"
"9587","T531201320","炒土鳖虫"
"9588","T531201556","丹参粉"
"9589","T531201636","醋郁金"
"9590","T531201743","龙血竭饮片"
"9591","T531202110","石柑子(嘿歪拎)"
"9592","T531202197","心不干饮片"
"9593","T531202587","蜚蠊(饮片)"
"9594","T531203036","炒川芎"
"9595","T531203617","丹参破壁饮片"
"9596","T531203638","川芎破壁饮片"
"9597","T531204547","藤苦参"
"9598","T531204838","龙血树叶粉"
"9599","T531204842","牛膝破壁饮片"
"9600","T531204846","郁金破壁饮片"
"9601","T531204848","三棱破壁饮片"
"9602","T531204849","红曲破壁饮片"
"9603","T531204855","龙血树叶破壁饮片"
"9604","T531204861","川芎粉"
"9605","T531204862","灯盏花(灯盏细辛)粉"
"9606","T531204876","紫丹参粉"
"9607","T531204877","菲牛蛭冻干粉"
"9608","T531204879","麸炒川芎"
"9609","T531204885","小红参饮片"
"9610","T531204886","叶下花饮片"
"9611","T531204888","满山香饮片"
"9612","T531204898","七叶莲茎叶(饮片)"
"9613","T531204902","滇王不留行饮片"
"9614","T531204914","紫丹参(饮片)"
"9615","T531204926","虎尾草饮片"
"9616","T531204938","五香血藤饮片"
"9617","T531204940","玉葡萄根饮片"
"9618","T531204967","滇老鹳草"
"9619","T531206916","千层皮(锅滇)"
"9620","T531206920","小粘叶(芽专水)"
"9621","T531206922","小麻药(芽爬匹)"
"9622","T531206924","大叶火筒叶(摆端亨)"
"9623","T531206928","止血藤(嘿亮浪)"
"9624","T531206979","龙血树叶(摆埋嘎筛)"
"9625","T531206983","毛叶三条筋(芽三英囡)"
"9626","T531207235","红曲"
"9627","T531207623","白牛膝"
"9628","T531207630","小铜锤"
"9629","T531207636","小白薇"
"9630","T531207642","地皮消草"
"9631","T531301487","地胆草"
"9632","T531302252","土甘草(嘿涛弯)"
"9633","T531303484","罗汉果破壁饮片"
"9634","T531303632","桔梗破壁饮片"
"9635","T531304841","湖北贝母破壁饮片"
"9636","T531304927","蜜滇百部"
"9637","T531304932","京半夏"
"9638","T531304964","滇百部饮片"
"9639","T531304969","旱前胡"
"9640","T531306918","大树甘草(当娜)"
"9641","T531306936","嘎哩啰叶(摆麻过)"
"9642","T531306949","树萝卜(贺比罕)"
"9643","T531306969","圆锥南蛇藤(嘿麻电)"
"9644","T531306982","毛翼核果藤(嘿介)"
"9645","T531306993","嘎哩啰树皮(楠过)"
"9646","T531307638","山百部"
"9647","T531307641","青竹标"
"9648","T531401154","灵芝粉"
"9649","T531403494","灵芝破壁饮片"
"9650","T531404893","灵芝块"
"9651","T531404899","柏子仁饮片(带壳)"
"9652","T531404922","回心草饮片"
"9653","T531404939","理枣仁(饮片)"
"9654","T531404953","炒理枣仁"
"9655","T531406966","定心藤(邓嘿罕)"
"9656","T531502726","天麻粉"
"9657","T531503507","天麻破壁饮片"
"9658","T531504872","熊胆粉(冻干)"
"9659","T531504875","天麻超细粉"
"9660","T531504945","生天麻"
"9661","T531504965","墨江蜈蚣"
"9662","T531507629","野夜蒿皮"
"9663","T531507639","膏桐"
"9664","T531701009","肉苁蓉粉"
"9665","T531701011","黄芪粉"
"9666","T531701115","甘草粉"
"9667","T531701401","当归粉"
"9668","T531701662","焦白术"
"9669","T531701737","黑蚂蚁饮片"
"9670","T531701768","老鸦花藤(嘿亮龙)"
"9671","T531702084","蜜党参"
"9672","T531702306","蓝花参饮片"
"9673","T531702458","酒菟丝子"
"9674","T531702550","西洋参粉"
"9675","T531702556","蜜南沙参"
"9676","T531702717","小玉竹饮片"
"9677","T531702878","响铃草饮片"
"9678","T531703159","盐女贞子"
"9679","T531703482","红参破壁饮片"
"9680","T531703483","红景天粉"
"9681","T531703489","太子参破壁饮片"
"9682","T531703491","肉苁蓉破壁饮片"
"9683","T531703505","当归破壁饮片"
"9684","T531703510","西洋参破壁饮片"
"9685","T531703511","甘草破壁饮片"
"9686","T531703512","黄芪破壁饮片"
"9687","T531703514","杜仲破壁饮片"
"9688","T531703524","石斛(鼓槌石斛)破壁饮片"
"9689","T531703563","土黄芪"
"9690","T531703569","蛤蚧粉"
"9691","T531703605","百合破壁饮片"
"9692","T531703606","山药破壁饮片"
"9693","T531703611","女贞子破壁饮片"
"9694","T531703619","淫羊藿破壁饮片"
"9695","T531703621","白芍破壁饮片"
"9696","T531703623","锁阳破壁饮片"
"9697","T531703625","红景天破壁饮片"
"9698","T531703643","桑椹破壁饮片"
"9699","T531704690","铁皮石斛粉"
"9700","T531704835","云白芍饮片"
"9701","T531704851","鹿仙草破壁饮片"
"9702","T531704857","熟三七破壁饮片"
"9703","T531704864","管花肉苁蓉粉"
"9704","T531704866","淫羊藿粉"
"9705","T531704867","阿胶粉(蒲黄制)"
"9706","T531704868","石斛(鼓槌石斛)粉"
"9707","T531704869","鹿仙草粉"
"9708","T531704870","山药粉"
"9709","T531704871","铁皮石斛超细粉"
"9710","T531704878","松茸饮片"
"9711","T531704881","制黄精"
"9712","T531704896","紫皮石斛(齿瓣石斛)切片"
"9713","T531704906","山土瓜饮片"
"9714","T531704911","千针万线草根饮片"
"9715","T531704915","盐制熟地黄"
"9716","T531704916","盐淫羊藿"
"9717","T531704919","米炒黄芪"
"9718","T531704928","青阳参饮片"
"9719","T531704930","铁皮石斛切片(冻干)"
"9720","T531704933","酒山药"
"9721","T531704937","酒云白芍"
"9722","T531704946","铁皮石斛切片"
"9723","T531704948","鸡根饮片"
"9724","T531704949","麸炒白扁豆"
"9725","T531704955","紫皮石斛(齿瓣石斛)干条"
"9726","T531704957","铁皮石斛寸金条"
